favorite_count,tweet_id,retweet_count
5756,758405701903519748,2204
3797,758355060040593408,1245
21302,758099635764359168,11550
3001,758041019896193024,433
7613,757741869644341248,3710
5022,757725642876129280,1391
5026,757611664640446465,1272
4808,757596066325864448,1219
16743,757400162377592832,7759
6462,757393109802180609,2009
4995,757354760399941633,1637
6923,756998049151549440,2271
7342,756939218950160384,2295
5612,756651752796094464,1511
11506,756526248105566208,4169
4359,756303284449767430,1231
28519,756288534030475264,15071
7114,756275833623502848,1738
8092,755955933503782912,3285
18212,755206590534418437,6148
23446,755110668769038337,12621
7616,754856583969079297,2870
2854,754747087846248448,591
5852,754482103782404096,2220
4147,754449512966619136,846
8655,754120377874386944,2670
9726,754011816964026368,4079
6458,753655901052166144,2492
8731,753420520834629632,4071
6384,753398408988139520,2186
8411,753375668877008896,2655
3758,753294487569522689,1191
41080,753039830821511168,24013
4283,753026973505581056,1109
13970,752932432744185856,7798
7592,752917284578922496,1790
6642,752682090207055872,1846
4878,752660715232722944,1794
6140,752568224206688256,2605
8157,752519690950500352,3917
4238,752334515931054080,1263
6569,752173152931807232,2106
3415,751950017322246144,1060
5770,751937170840121344,1530
6428,751830394383790080,2227
6479,751793661361422336,3320
8699,751598357617971201,3440
4849,751583847268179968,1265
5547,751538714308972544,1445
3516,751456908746354688,1127
13791,751251247299190784,6695
6948,751205363882532864,2086
5610,751132876104687617,1480
5306,750868782890057730,1595
14621,750719632563142656,5747
4934,750506206503038976,1316
14569,750429297815552001,4947
5005,750383411068534784,1309
758,750381685133418496,39
3409,750147208377409536,1095
3990,750132105863102464,1440
4740,750117059602808832,1466
3344,750101899009982464,959
2383,750086836815486976,613
8653,750071704093859840,3802
3444,750056684286914561,1011
3502,750041628174217216,703
2986,750026558547456000,888
3568,750011400160841729,1035
3331,749996283729883136,919
5569,749981277374128128,2772
5114,749774190421639168,1493
6721,749417653287129088,1904
2892,749403093750648834,622
9488,749395845976588288,3951
6076,749317047558017024,2509
6353,749075273010798592,2360
5277,749064354620928000,1714
3425,749036806121881602,896
11235,748977405889503236,3759
6461,748932637671223296,2564
3047,748705597323898880,1067
5213,748699167502000129,1814
4659,748692773788876800,1504
6696,748575535303884801,2272
2411,748568946752774144,776
5735,748346686624440324,1413
8462,748337862848962560,4701
4078,748324050481647620,867
4027,748307329658011649,810
15549,748220828303695873,8825
6397,747963614829678593,2444
7310,747933425676525569,2894
3243,747885874273214464,1116
3084,747844099428986880,851
5346,747816857231626240,1316
1520,747651430853525504,179
14182,747648653817413632,6614
2545,747600769478692864,619
4065,747594051852075008,1205
6110,747512671126323200,1803
4249,747461612269887489,1169
5965,747439450712596480,2184
5792,747219827526344708,1791
3722,747204161125646336,1038
10534,747103485104099331,4548
3168,746906459439529985,336
6593,746872823977771008,2429
5807,746818907684614144,1944
5345,746790600704425984,1806
10520,746757706116112384,4432
6648,746726898085036033,2037
5520,746542875601690625,2104
5094,746507379341139972,1226
6637,746369468511756288,1854
7565,746131877086527488,2511
3904,746056683365994496,931
4437,745789745784041472,1207
7652,745712589599014916,2636
7824,745433870967832576,2894
9412,745422732645535745,2768
7863,745314880350101504,3131
8605,745074613265149952,3976
7945,745057283344719872,2585
3277,744995568523612160,716
8652,744971049620602880,3042
6150,744709971296780288,1771
7443,744334592493166593,2412
131075,744234799360020481,79515
1868,744223424764059648,424
4551,743980027717509120,1231
3999,743895849529389061,1087
4917,743609206067040256,1560
20275,743595368194129920,7445
3863,743545585370791937,1066
8671,743510151680958465,4185
4624,743253157753532416,1366
6792,743222593470234624,2164
4215,743210557239623680,1560
7744,742534281772302336,4011
4878,742528092657332225,2245
7916,742465774154047488,4382
10812,742423170473463808,4319
7457,742385895052087300,2266
4743,742161199639494656,1547
5661,742150209887731712,1783
4982,741793263812808706,1698
8945,741743634094141440,3144
4026,741438259667034112,937
9631,741303864243200000,3650
10997,741099773336379392,6247
10342,741067306818797568,3520
7018,740995100998766593,3154
3736,740711788199743490,1062
3101,740699697422163968,888
19881,740676976021798912,7724
20648,740373189193256964,9220
2727,740365076218183684,495
3610,740359016048689152,967
7335,740214038584557568,2220
21898,739979191639244800,6719
4443,739932936087216128,1217
4138,739844404073074688,966
4185,739623569819336705,1547
5897,739606147276148736,1876
43694,739544079319588864,24319
7887,739485634323156992,3309
75163,739238157791694849,52360
115,738891149612572673,6
4127,738885046782832640,1283
3661,738883359779196928,917
5575,738537504001953792,1759
3599,738402415918125056,955
4727,738184450748633089,1360
9635,738166403467907072,3828
2768,738156290900254721,748
5757,737826014890496000,2006
10943,737800304142471168,3904
5528,737678689543020544,1509
11302,737445876994609152,5048
3953,737322739594330112,907
16040,737310737551491075,8329
4736,736736130620620800,1972
19450,736392552031657984,8407
4367,736365877722001409,1408
8901,736225175608430592,3115
8652,736010884653420544,3355
3934,735991953473572864,1283
4397,735648611367784448,1237
6776,735635087207878657,2659
9629,735274964362878976,4707
3675,735256018284875776,993
3428,735137028879360001,1092
2993,734912297295085568,572
13745,734787690684657664,7102
2742,734776360183431168,608
1646,734559631394082816,451
3926,733828123016450049,881
4015,733822306246479872,1141
3438,733482008106668032,1065
4605,733460102733135873,1451
44619,733109485275860992,17621
2671,732732193018155009,599
3855,732726085725589504,1003
4016,732585889486888962,868
8832,732375214819057664,2838
16324,732005617171337216,6154
3798,731285275100512256,1090
4196,731156023742988288,1434
6682,730924654643314689,2234
5407,730573383004487680,2435
3809,730427201120833536,1176
4180,730211855403241472,1182
5339,730196704625098752,2172
4396,729854734790754305,1268
1856,729838605770891264,431
4358,729823566028484608,1390
6340,729463711119904772,2586
2054,729113531270991872,370
3460,728986383096946689,917
5090,728760639972315136,1911
3032,728751179681943552,757
3620,728653952833728512,1169
5383,728409960103686147,2269
3999,728387165835677696,1075
4722,728046963732717569,1328
4953,728035342121635841,1872
4479,728015554473250816,1219
3206,727685679342333952,720
6431,727644517743104000,1962
4900,727524757080539137,1379
3623,727314416056803329,834
3324,727286334147182592,920
4209,727175381690781696,1540
3983,727155742655025152,1490
7496,726935089318363137,2738
4195,726887082820554753,1677
3882,726828223124897792,1124
4811,726224900189511680,1302
7691,725842289046749185,2970
4537,725786712245440512,1527
5646,725729321944506368,2009
1541,725458796924002305,703
4040,724983749226668032,1462
2593,724771698126512129,725
5800,724405726123311104,1847
4738,724049859469295616,1984
2901,724046343203856385,620
4561,724004602748780546,1790
4236,723912936180330496,1374
8435,723688335806480385,3347
3291,723673163800948736,1011
5761,723179728551723008,2110
4493,722974582966214656,1764
5393,722613351520608256,1831
5086,721503162398597120,2124
2748,721001180231503872,686
3400,720785406564900865,866
2702,720775346191278080,760
4503,720415127506415616,1681
6974,720389942216527872,2840
3131,720340705894408192,1098
4229,720059472081784833,1268
5332,720043174954147842,2253
5281,719991154352222208,1979
4974,719704490224398336,1645
5515,719551379208073216,2192
3022,719367763014393856,827
4822,719339463458033665,1403
3711,719332531645071360,1078
3818,718971898235854848,1231
5720,718939241951195136,1973
20697,718631497683582976,9126
2669,718613305783398402,542
2730,718540630683709445,1137
2846,718460005985447936,602
5320,718454725339934721,1685
2115,718246886998687744,565
4217,718234618122661888,1127
2660,717841801130979328,670
3170,717790033953034240,1272
6281,717537687239008257,2069
1748,717428917016076293,510
3446,717421804990701568,945
6826,717047459982213120,2135
3583,717009362452090881,1102
4627,716802964044845056,1317
5204,716791146589110272,1474
1339,716730379797970944,475
14327,716447146686459905,6643
2574,716439118184652801,247
3041,716285507865542656,1225
5272,716080869887381504,1935
3485,715928423106027520,987
4085,715758151270801409,1596
5093,715733265223708672,1920
3055,715704790270025728,634
4257,715696743237730304,1454
4719,715680795826982913,1813
5955,715360349751484417,1772
3294,715342466308784130,768
2630,715220193576927233,736
5578,715200624753819648,2110
4550,715009755312439296,1392
4094,714982300363173890,1166
8028,714962719905021952,4816
4503,714957620017307648,1595
3571,714631576617938945,1122
3938,714606013974974464,1038
2962,714485234495041536,1313
3281,714258258790387713,808
3570,714251586676113411,940
2480,714214115368108032,990
4673,714141408463036416,1569
3564,713919462244790272,869
2078,713909862279876608,616
3062,713900603437621249,829
5308,713761197720473600,1541
4802,713411074226274305,1440
7854,713177543487135744,3183
4851,713175907180089344,1630
20378,712809025985978368,7602
13474,712717840512598017,5616
4531,712668654853337088,1367
5799,712438159032893441,1756
269,712309440758808576,26
4144,712097430750289920,1172
3211,712092745624633345,1016
3531,712085617388212225,556
2451,712065007010385924,700
8776,711968124745228288,2601
3095,711743778164514816,1101
9756,711732680602345472,4653
35865,711694788429553666,20500
4228,711652651650457602,1037
3996,711363825979756544,1287
3596,711306686208872448,819
3275,711008018775851008,710
4960,710997087345876993,1561
2775,710844581445812225,779
2937,710833117892898816,606
2529,710658690886586372,636
5227,710609963652087808,2624
4968,710588934686908417,2107
2574,710296729921429505,833
2308,710283270106132480,580
4945,710272297844797440,1425
2613,710269109699739648,1257
3153,710153181850935296,1006
